1892;Cochava;Hebrew;Female;Star;
1893;Cochava;Hebrew;Female;Star;
1894;Cocheta;NAm. Indian;Female;Foreign, alien;
1895;Cochise;NAm. Indian - Apache;Male;Wood;
1896;Cody;Old English;Male/Female;Pillow;Codie, Kody
1897;Coilean;Irish Gaelic;Male;Puppy, young dog;Cuilean
1898;Coinneach;Irish Gaelic;Male;Handsome;
1899;Coiseam;Scots Gaelic;Male;Stable, steady;
1900;Colbert;Old English;Male;Famous mariner;Cole, Colt, Colvert, Culbert
1901;Colby;Old English;Male;From the dark farm;
1902;Coleman;Old English;Male;Follower of Nicholas;Colman
1903;Colette;Old French;Female;Victorious people;Coletta, Nicolette
1904;Colin;Irish Gaelic;Male;Child, youth;Colan, Cole, Collin, Colyn
1905;Colleen;Irish Gaelic;Female;Girl;Cailin
1906;Colley;Old English;Male;Dark-haired;Collis
1907;Collier;Old English;Male;Coal miner;Colier, Colis, Collayer, Collis, Collyer
1908;Collins;Irish Gaelic;Male;Holly;
1909;Colm;Irish Gaelic;Male;Dove, bird;
1910;Colter;Old English;Male;Colt-herder;
1911;Colton;Old English;Male;From the dark settlement;Colston
1912;Columba;Latin;Female;The dove;Collie, Colombe, Columbia, Columbine
1913;Colville;Old French;Male;?;Colvile
1914;Colwyn;Welsh;Male;From the Colwyn River;Colwin
1915;Coman;Arabic;Male;Noble, well-born;
1916;Comfort;Old French;Female;Aid, comfort;
1917;Comhghall;Irish Gaelic;Male;Hostage, pledge;
1918;Comhghan;Irish Gaelic;Male;Twin;Comdhan
1919;Conaire;Irish Gaelic;Male;?;
1920;Conan;Irish Gaelic;Male;High, exalted;Con, Conant
1921;Conary;Irish Gaelic;Male;(Last name);
1922;Conception;Latin;Female;Beginning;Concepcion, Concha, Conchita
1923;Conchobar;Irish Gaelic;Male;Strong dog, hound;
1924;Concordia;Latin;Female;Peace, harmony;
1925;Cong;Chinese;Male;Smart, intelligent;
1926;Conlan;Irish Gaelic;Male;Hero;Conlen, Conley, Conlin, Connlyn
1927;Conn;Irish Gaelic;Male;"Wisdom; wise";
1928;Connal;Irish Gaelic;Male;"Mighty; valorous";Connell, Conal
1929;Connlaodh;Irish Gaelic;Male;Pure fire;
1930;Connor;Irish Gaelic;Male;High longing;Conor
1931;Conrad;Old German;Male;Brave advice;
1932;Conradine;Old German;Female;Brave counsel;Conrada, Connie
1933;Conroy;Irish Gaelic;Male;Wise one;
1934;Constance;Latin;Female;Steadfast;Connie, Constancia, Constantia, Constantina, Kosta, Tina
1935;Constantine;Latin;Male;Steadfast, firm;Constant, Constantin, Constantino, Costa, Konstantio, Konstanz
1936;Consuelo;Spanish;Female;Consolation, comfort;Chela, Chelo, Consolata, Consuela
1937;Conway;Welsh;Male;Holy river;Conwy
1938;Cook;Latin;Male;Cook;
1939;Cooper;Old English;Male;Barrel maker;
1940;Coowescoowe;NAm. Indian - Cherokee;Male;Egret;
1941;Cora;Greek;Female;Maiden;Corabelle, Corabella, Corake, Corella, Coreen, Corenda, Corette, Corina, Corissa, Corrie, Kora, Koreen, Korella, Korenda
1942;Coral;Latin;Female;From the sea;Coralee, Corlena, Coralie, Coraline, Coralyn
1943;Corazon;Spanish;Female;Heart;
1944;Corbett;Latin;Male;Dark as a raven;Corbie, Corbin, Corbit, Cory
1945;Corcoran;Irish Gaelic;Male;Ruddy, reddish;Cork
1946;Cordelia;Latin;Female;Possibly Heart;Cordelie, Cordella, Cordelle, Cordie, Cordy, Delia, Delie, Della
1947;Cordelia;Welsh;Female;Possibly Jewel of the sea;Cordelie, Cordella, Cordelle, Cordie, Cordy, Delia, Delie, Della
1948;Cordell;Old French;Male;Rope maker;
1949;Corey;Irish Gaelic;Male/Female;From the hollow;Kory, Curry
1950;Corissa;Latin;Female;Most maidenly;
1951;Corliss;Old English;Male/Female;Cheerful, good hearted;Corlie, Corley
1952;Cormag;Scots Gaelic;Male;Raven;
1953;Cormick;Irish Gaelic;Male;Charioteer;Cormac, Cormack
1954;Cornelius;Latin;Male;Like a horn, horn-like;Con, Cornall, Cornell, Cornilius, Neil
1955;Cornwallis;Old English;Male;From Cornwall;
1956;Corona;Spanish;Female;Crown;Coronetta
1957;Corrigan;Irish Gaelic;Male;Spearman;
1958;Corrin;Irish Gaelic;Male;Spear-bearer;Corin, Corran, Corren, Corlan
1959;Cort;Old German;Male;Brave;Corty, Kort
1960;Cortez;Spanish;Male;Courteous;
1961;Corvina;Latin;Female;Like a raven;
1962;Corwin;Old English;Male;Heart-friend;Corwynn
1963;Corydon;Greek;Male;Battle ready or Helmeted;Coridon, Coryell
1964;Coryell;Old English;Male;Helmet wearer;
1965;Cosette;Old French;Female;Little pet;
1966;Cosgrove;Irish Gaelic;Male;Champion;Cosgrave
1967;Cosima;Greek;Female;"Order, harmony; the world";
1968;Cosmo;Greek;Male;Order, harmony;Cosimo, Cosme, Kosmo
1969;Costa;Greek;Male;Steady, reliable;Kostas
1970;Courtland;Old English;Male;From the court land;Cortlandt
1971;Courtney;Old English;Female;Court dweller;Cortland, Courtnay
1972;Covell;Old English;Male;From the hillside cave;
1973;Cowan;Irish Gaelic;Male;From the cave or Twin;Coe
1974;Coyan;Old French;Male;Modest;Coyne
1975;Coyle;Irish Gaelic;Male;Battle follower;
1976;Craddock;Welsh;Male;Love, beloved;
1977;Craig;Scots Gaelic;Male;Rock;
1978;Crandall;Old English;Male;From the crane valley;Crandell
1979;Cranley;Old English;Male;From the crane meadow;Cranleigh
1980;Cranston;Old English;Male;From the crane town;
1981;Crawford;Old English;Male;From the ford of the crows;
1982;Creighton;Old English;Male;From the rocky place;Crayton, Crichton
1983;Creirwy;Welsh;Female;Jewel;
1984;Crescent;Old French;Female;Increasing, growing;Crescence, Cresentia
1985;Cressida;Greek;Female;?;
1986;Cresswell;Old English;Male;From the watercress well;
1987;Crispin;Latin;Male;Curly-haired;Crepin, Crispino, Crispo, Crispus
1988;Crispina;Latin;Female;Curly haired;
1989;Crofton;Old English;Male;From the cottage town;
1990;Cromwell;Old English;Male;From the winding stream;
1991;Crosby;Norse;Male;From the shrine of the cross;Crosbie
1992;Crosley;Old English;Male;From the meadow of the cross;Crosly, Crossley
1993;Crowther;Old English;Male;Fiddler;
1994;Crystal;Latin;Female;Ice, clear;Cristel, Krystal
1995;Csilla;Hungarian;Female;Defenses;
1996;Ctibor;Czech;Male;Honorable fight;Ctik
1997;Cuinn;Irish Gaelic;Male;Wisdom;
1998;Cullen;Irish Gaelic;Male;Handsome;Cullin
1999;Cullent;Irish Gaelic;Male;Holly;Cullan, Cullin, Cully
2000;Culley;Irish Gaelic;Male;From the woods;Cully
2001;Culver;Old English;Male;Dove;Colver, Cully
2002;Cumhaige;Scots Gaelic;Male;Hound of the field;
2003;Cunegonde;Norse;Female;Brave in battle;Kunegonde
2004;Cunningham;Irish Gaelic;Male;Village of the milk pail;Conyngham
2005;Curcio;Spanish;Male;Friendly;
2006;Curran;Irish Gaelic;Male;Hero;Currey, Curry
2007;Curtis;Old French;Male;Polite, courteous;Curcio, Curt, Kurt
2008;Cuthbert;Old English;Male;Famous, brilliant;
2009;Cutler;Old English;Male;Knife maker;
2010;Cwrig;Welsh;Male;Master;
2011;Cyanea;Greek;Female;Sky blue;
2012;Cybele;Greek;Female;Earth;variation of Rhea
2013;Cyma;Greek;Female;Blossoming;Syma
2014;Cynara;Greek;Female;Thistle, artichoke;
2015;Cynddelw;Welsh;Male;Statue or Chief;
2016;Cyndeyrn;Welsh;Male;Head, chief;
2017;Cynric;Old English;Male;Powerful, royal;
2018;Cyprian;Greek;Male;From Cyprus;Cipriano, Ciprien
2019;Cypris;Greek;Female;From Cyprus;Cypriana, Cyprienne
2020;Cyra;Persian;Female;Sun or Throne;
2021;Cyrano;Greek;Male;From Cyrene;
2022;Cyrena;Greek;Female;From Cyrene;
2023;Cyril;Greek;Male;The lord, lordly;Cirilio, Cyrille, Cirillo, Cyrillus, Kiril, Kyril
2024;Cyrilla;Latin;Female;Lordly;Ciri, Cirilla, Siri, Sirilla, Syrilla
2025;Cyrus;Persian;Male;Sun or Throne;Ciro, Cy
2026;Cystenian;Welsh;Male;Stable, reliable;
2027;Cytherea;Greek;Female;From Cythera;
2028;Czeslaw;Polish;Male;Honor, glory;Czesiek
2029;Dabir;African;Male;Teacher;
2030;Dabora;Czech;Female;To fight far away;Dalena, Dalenka
2031;Dacey;Irish Gaelic;Male/Female;From the south;Dace, Dacian, Dacy, Daicey, Daicy
2032;Dacia;Greek;Female;From Dacia;
2033;Dacia;Latin;Female;From Dacia;
2034;Dacso;Hungarian;Male;God judges;
2035;Dada;African - Nigerian;Male/Female;Curly-haired child;
2036;Dadgayadoh;NAm. Indian - Seneca;Male;Gambling men;
2037;Daegan;Irish Gaelic;Male;Black haired;Deegan
2038;Daffodil;Old French;Female;Daffodil flower;
2039;Dag;Norse;Male;Daylight;Dagny
2040;Dagan;Hebrew;Male;Grain or Earth;Dagon
2041;Dagana;Hebrew;Female;Grain;Dagania, Deganya
2042;Dagmar;Old German;Female;Possibly day's glory;
2043;Dagna;Norse;Female;New day;Dagne, Dagney, Dagny
2044;Dagwood;Old English;Male;From the bright forest;
2045;Dahlia;Norse;Female;From the valley;
2046;Dahy;Irish Gaelic;Male;Able, capable;
2047;Dai;Japanese;Male/Female;Great, grand;
2048;Daibhidh;Irish Gaelic;Male;Beloved, dear;Daibhid, Daith, Daithi, Daithm
2049;Daire;Irish Gaelic;Male;(Last name);
2050;Daisy;Old English;Female;Eye of the day;
2051;Daivat;Hindu;Male;Powerful, strong;
2052;Daivik;Hindu;Male;Divine;
2053;Daiya;Polish;Female;Present;
2054;Dak-Ho;Korean;Male;Deep lake, sea;
2055;Dakarai;African - Zimbabwe;Male;Happiness, joy;
2056;Dakota;NAm. Indian - Dakota;Male/Female;Friend;
2057;Daksh;Hindu;Male;Competent, able;
2058;Dalal;Arabic;Female;To flirt;Dhelal
2059;Dalbert;Old English;Male;Shining, brilliant;Delbert
2060;Dale;Old English;Male/Female;From the valley;Daile, Daley, Dayle
2061;Dalfon;Hebrew;Male;Raindrop;Dalphon
2062;Dalila;African - Swahili;Female;Delicate, gentle;
2063;Dalili;African - Swahili;Female;Omen, sign;
2064;Dalit;Hebrew;Female;Running water;
2065;Dallas;Scots Gaelic;Male/Female;From Dallas, Scotland;Dal, Dallis
2066;Dalmace;Old French;Female;From Dalmatia;Dalma, Dalmassa, Dalmatia
2067;Dalton;Old English;Male;From the valley town;Dalten
2068;Daly;Irish Gaelic;Male;Counselor or Assembly;Dawley
2069;Dalya;Hebrew;Female;Branch;Dalia, Daliya
2070;Dalziel;Scots Gaelic;Male;From the small field;
2071;Damaris;Greek;Female;Calf;Damara, Damaress, Dameryss, Mara, Mari, Maris
2072;Damayant;Hindu;Female;Flirt;
2073;Damek;Polish;Male;Red earth;
2074;Damek;Slavic;Male;Son of the red earth;Adamec, Adamik, Adamok, Adham, Damick, Damicke
2075;Damhnait;Irish Gaelic;Female;Poet, bard;Deonet, Devnet, Downet, Dympha
2076;Damia;Greek;Female;"Possibly To tame; or Spirit";Damian, Damyana
2077;Damian;Greek;Male;Possibly To tame;Daemon, Daimen, Daimon, Daman, Damiano, Damien, Damon, Damyan
2078;Damita;Spanish;Female;Little noble lady, princess;
2079;Dan;Vietnamese;Male;Positive, sure;
2080;Dana;Old English;Female;From Denmark;Dane, Danet, Dayna
2081;Danae;Greek;Female;Gold;Dee, Dene
2082;Danby;Norse;Male;From the Dane's town;Denby
2083;Daniah;Hebrew;Female;God's judgment;Dania, Daniya, Danya
2084;Danica;Slavic;Female;Morning star;
2085;Daniel;Hebrew;Male;God is my judge;Dan, Danal, Dane, Dannel, Danny, Danyal, Danyel
2086;Danielle;Hebrew;Female;God is  my judge;Daniela, Danee, Dani, Danya, Danice
2087;Danior;Gypsy;Male;Born with teeth;
2088;Danladi;African;Male;Born on Sunday;
2089;Danno;Japanese;Male;Meeting in a field;
2090;Dante;Latin;Male;Lasting, enduring;
2091;Danton;Old French;Male;Highly praiseworthy;D'Anton
2092;Danu;Welsh;Female;Mother of the gods in Welsh mythology;
2093;Danuta;Polish;Female;Given by God;
2094;Danveer;Hindu;Male;Benevolent;
2095;Dao-Ming;Chinese;Female;The right path;
2096;Daphne;Greek;Female;Laurel or bay tree;
2097;Dar;Hebrew;Male;Pearl;
2098;Dara;Cambodian;Male;Stars, the heavens;
2099;Dara;Hebrew;Female;House of compassion or Wisdom;Darda, Daria
2100;Daralis;Old English;Female;Beloved;Daralice
2101;Darby;Irish Gaelic;Male;Free man;Derby
2102;Darby;Old English;Male;From the deer park;Derby
2103;Darcy;Irish Gaelic;Male/Female;Dark;Darcie, D'Arcy, Darise, Darsey, Darsy
2104;Darcy;Old French;Male/Female;From the fortress;Darcie, Darice
2105;Darda;Hebrew;Female;Pearl of wisdom;
2106;Daren;African - Nigerian;Male;Born at night;
2107;Daria;Greek;Female;Wealthy;Dari, Darian, Darice, Darya
2108;Darius;Greek;Male;Rich;Dario, Derry
2109;Darlene;Old English;Female;Dear one, darling;Dareen, Darelle, Darla, Darrelle
2110;Darpitaa;Hindu;Female;Proud;
2111;Darragh;Irish Gaelic;Male;Dark oak tree;Darrah
2112;Darrell;Old French;Male;Possibly beloved;Darral, Darryl, Derril, Deryll
2113;Darren;Irish Gaelic;Male;Great;Darin, Darron, Derron
2114;Darsha;Hindu;Female;To see;
2115;Darshan;Hindu;Male;To see;
2116;Darton;Old English;Male;From the deer town;
2117;Daru;Hindu;Female;Cedar tree;
2118;Darvell;Old French;Male;Town of eagles;
2119;Darweshi;African - Swahili;Male;Devout;
2120;Darwin;Old English;Male;Dear friend;Derwin
2121;Dasan;NAm. Indian;Male;Chief;
2122;Dasha;Greek;Female;God's exhibition;
2123;Datiah;Hebrew;Female;God's law;Datia, Datiya, Datya
2124;Daud;Hindu;Male;Beloved, dear;
2125;Daudi;African - Swahili;Male;Beloved, dear;Dawud
2126;David;Hebrew;Male;Beloved one;Daffyd, Dai, Dave, Davie, Davide, Davidson, Davin, Davis, Daven, Davon
2127;Davida;Hebrew;Female;Loved one;Davina, Daviana, Davinia, Davita
2128;Davin;Norse;Male;Brightness;
2129;Davis;Old English;Male;David's son;Davidson, Davies, Dave, Davison, Davy, Dawson
2130;Dawn;Old English;Female;Dawn;Dawna, Dawnita
2131;Dawson;Old English;Male;Son of David;
2132;Dawud;Arabic;Male;Beloved, dear;
2133;Dax;Old French;Male;? (Place name);
2134;Day;Old English;Female;Day;
2135;Dayaa;Hindu;Female;Sympathy, pity;
2136;Dayan;Hebrew;Male;Judge;
2137;Dayana;Arabic;Female;Divine;
2138;Dayanand;Hindu;Male;Compassion, joy;
2139;Dayaram;Hindu;Male;Pleased, compassionate;
2140;Dayo;African - Nigerian;Female;Joy is here;
2141;De;Chinese;Male;Virtue;
2142;Dea;Latin;Female;Goddess;
2143;Deacon;Old English;Male;Servant;
2144;Dean;Old English;Male;From the valley;Dene, Deyn, Dino
2145;Deanna;Old English;Female;From the valley;Deana, Deann, Dena, Dina
2146;Dearborn;Old English;Male;From the deer brook;Deerburne
2147;Deborah;Hebrew;Female;The bee;Deb, Debbie, Debra
2148;Decha;Thai;Male;Powerful, great;
2149;Decima;Latin;Female;Tenth daughter;
2150;Decimus;Latin;Male;Tenth;
2151;Declan;Irish Gaelic;Male;? (Saint's name);
2152;Deco;Hungarian;Male;Lord;
2153;Dedrick;Old English;Male;Gifted ruler;
2154;Dee;Welsh;Female;Dark, black;Dee Dee, Dee Ann, Didi
2155;Deems;Old English;Male;Judge's child;
2156;Degataga;NAm. Indian - Cherokee;Male;Gathering, meeting;
2157;Degula;Hebrew;Female;Famed, noted;
2158;Deifilia;Latin;Female;God's daughter;
2159;Deirdre;Irish Gaelic;Female;Complete wanderer or Sorrow or Fear or Raging;Deardriu, Didi, Dee Dee
2160;Deiter;Old German;Male;Army of the people;
2161;Deka;African - Somali;Female;Pleasing;
2162;Dekanawida;NAm. Indian - Iroquois;Male;Two rivers;Deganawidah
2163;Dekel;Arabic;Male;Palm tree;
2164;Deker;Hebrew;Male;To pierce, stab;
2165;Delaney;Irish Gaelic;Male/Female;Offspring of the challenger;Delaine, Delainey, Delane, Delany
2166;Delano;Old French;Male;Possibly from the place of the nut trees;
2167;Delbert;Old English;Male;Day-bright;Bert, Bertie, Dalbert
2168;Delia;Greek;Female;Visible, or From Delos;
2169;Delicia;Latin;Female;Delight;Dee, Dela, Delice, Delisha, Della, Didi
2170;Delight;Old French;Female;Delight, pleasure;
2171;Delilah;Hebrew;Female;Languishing or Gentle;Dalila, Lila
2172;Delle;Hebrew;Female;Jar;
2173;Delling;Norse;Male;Shining one;
2174;Delma;Spanish;Female;From the sea, of the sea;
2175;Delman;Old English;Male;Man from the valley;
2176;Delmelza;Old English;Female;Fort, castle;
2177;Delmore;Old French;Male;Of the sea;Delmar, Delmer
2178;Delphine;Greek;Female;Dolphin;Delphinia
2179;Delroy;Old French;Male;King;
2180;Delsin;NAm. Indian;Male;He is so;
2181;Delta;Greek;Female;Fourth;
2182;Delton;Old English;Male;From the town in the valley;
2183;Delwin;Old English;Male;Proud friend;Dalwin, Delavan, Delevan, Delvin
2184;Delwyn;Welsh;Female;Pretty, blessed;
2185;Delyth;Welsh;Female;Pretty myth;
2186;Dema;Slavic;Male;Calm, steady;
2187;Demelza;Cornish;Female;Fort on the hill;
2188;Demetria;Greek;Female;Belonging to Demeter;Demetra, Demetris, Demi
2189;Demetrius;Greek;Male;Follower of Deme;Demetri, Demetris, Dhimitrios, Dmitri, Dimitrios, Dmitry
2190;Demos;Greek;Male;The people;Demas
2191;Dempsey;Irish Gaelic;Male;Proud;Dempsy
2192;Dempster;Old English;Male;A judge;
2193;Dena;NAm. Indian;Female;Valley, dale;Denav, Dene, Deneen, Denia, Denica
2194;Denae;Hebrew;Female;Innocent;
2195;Denby;Norse;Male;From the Danes' village;Danbey, Denney, Denny
2196;Denham;Old English;Male;From the village in the valley;
2197;Denholm;Scots Gaelic;Male;From Denholm;
2198;Denise;Old French;Female;Follower of Dionysus;Deni, Denize, Denny, Denyse, Dinny
2199;Deniz;Turkish;Male;Flowing water;
2200;Denley;Old English;Male;From the valley meadow;
2201;Denman;Old English;Male;From the valley;
2202;Dennis;Greek;Male;Follower of Dionysius;Den, Denies, Denis, Dennet, Dennie, Dennison, Deon, Dion, Dionisio, Dionysius
2203;Dennison;Old English;Male;Son of Dennis;Den, Tennyson
2204;Denton;Old English;Male;From the valley town;Denny, Dent, Dentin
2205;Denver;Old English;Male;From the green valley;
2206;Denzil;Old English;Male;? (Place name);Denzel, Denziel
2207;Deolinda;Portuguese;Female;Beautiful God;
2208;Deorsa;Scots Gaelic;Male;Farmer;
2209;Derek;Old German;Male;The people's ruler;Darrick, Deric, Deryke, Dirk
2210;Derica;Old English;Female;Dear, darling;Dereka, Derrica
2211;Dermot;Irish Gaelic;Male;Without envy or Free man;Diarmid, Diarmuid
2212;Dror;Hebrew;Male;Independent, free;
2213;Derora;Hebrew;Female;Independence, freedom;Derorice, Derorit
2214;Derry;Irish Gaelic;Male;From Derry or Red haired one;
2215;Derward;Old English;Male;Deer keeper;Durward
2216;Deryn;Welsh;Female;Bird;Deren, Deron, Derrine
2217;Desdemona;Greek;Female;Ill-fated one, misery;Desmona
2218;Deshi;Chinese;Male;Moral, just;
2219;Desiree;Old French;Female;Much desired;Desideria, Desir, Desirat, Desiri
2220;Desma;Greek;Female;Binding oath, pledge;
2221;Desmond;Irish Gaelic;Male;From South Munster;Desmund
2222;Dessa;Greek;Female;Wanderer, nomad;
2223;Destiny;Old French;Female;Fate;Destinee, Didiane
2224;Deva;Sanskrit;Female;Divine, godlike;Devi
2225;Devak;Hindu;Male;God;
2226;Deval;Hindu;Male;Divine one;
2227;Devanand;Hindu;Male;Happiness, joy from the gods;
2228;Devany;Irish Gaelic;Female;Dark haired;Davanfe, Devaney, Devinee, Devony
2229;Devasha;Hebrew;Female;Honey;Devash
2230;Devdas;Hindu;Male;God's servant;
2231;Deven;Hindu;Male;God;
2232;Devendra;Hindu;Male;God of the sky;
2233;Deverell;Old English;Male;From the riverbank;
2234;Devin;Irish Gaelic;Male/Female;Poet, bard;Dev, Deva, Devinne, Devon
2235;Devine;Irish Gaelic;Male;Ox;
2236;Devlin;Irish Gaelic;Male;Fierce courage;Devland, Devlen, Devlyn
2237;Devmani;Hindu;Male;Gem from God;
2238;Devon;Old English;Male/Female;From Devon;Devona, Devin, Devondra
2239;Devorgilla;Scots Gaelic;Female;Truth, honesty;Dearbhforgail, Diorbhail
2240;Devraj;Hindu;Male;Ruler of the gods;
2241;Dewei;Chinese;Male;Noble, highborn;
2242;Dewey;Welsh;Male;Beloved, dear;
2243;Dewi;Welsh;Male;Darling, dear;
2244;Dewitt;Flemish;Male;Blond;Dwight, Witt
2245;Dexter;Latin;Male;Right handed;Dex
2246;Dextra;Old English;Female;Dyer;
2247;Dezba;NAm. Indian - Navajo;Female;War;
2248;Dezydery;Polish;Male;To want, desire;
2249;Dhanadaa;Hindu;Female;One who gives wealth;
2250;Dhara;Hindu;Female;Earth;Dharinee, Dharitri, Dharti
2251;Dhaval;Hindu;Male;Pale, white;Dhavlen, Dhavlesh
2252;Dhimani;Hindu;Male;Smart, intelligent;Dheemant, Dhimant
2253;Diamanta;Old French;Female;Like a diamond, gemstone;
2254;Diamond;Old English;Male;Bright guardian;
2255;Diana;Latin;Female;Divine, a goddess;Deana, Deane, Deanna, Dee, Dena, Di, Dian, Diane, Diandra, Dyan
2256;Diantha;Greek;Female;Divine flower;Dianthe
2257;Diarmaid;Irish Gaelic;Male;Free;
2258;Diarmuid;Irish Gaelic;Male;Free of jealousy;
2259;Dichali;NAm. Indian;Male;Speaks after thinking;
2260;Didier;Old French;Male;Much desired;
2261;Dido;Greek;Female;Possibly Teacher;
2262;Didrika;Old German;Female;People's ruler;
2263;Diederik;Norse;Male;Ruler, leader;Diderik, DIdrik, Dierk
2264;Dielle;Old French;Female;God;Diella
2265;Diet;Vietnamese;Female;Conquer;
2266;Dieu Hien;Vietnamese;Male;Amaryllis flower;
2267;Dieu-Kiem;Vietnamese;Female;Look for love;
2268;Digby;Norse;Male;From the town near the ditch;
2269;Digna;Latin;Female;Worthy;Dinya
2270;Dilip;Hindu;Male;Protector, guardian;
2271;Dillon;Irish Gaelic;Male;Loyal;Dillan, Dilon, Dylon
2272;Dilwyn;Welsh;Male;Blessed truth;
2273;Dilys;Welsh;Female;Reliable;Dillys, Dylys
2274;Dima;Arabic;Female;Rain;
2275;Dima;Slavic;Male;Strong warrior;
2276;Din;Vietnamese;Male;Calm;
2277;Dinah;Hebrew;Female;Justified, judged;Dina, Dyna
2278;Dinendra;Hindu;Male;God of the sky;
2279;Dinesh;Hindu;Male;God of the day;
2280;Dingbang;Chinese;Male;Guard the country;
2281;Dinh;Vietnamese;Male;Stable, reliable;
2282;Dinh Hoa;Vietnamese;Male;Flower at the peak;
2283;Dinia;Hebrew;Female;Wisdom of God;Dinya
2284;Dinsmore;Irish Gaelic;Male;From the hill fortress;
2285;Dionne;Greek;Female;Follower of Dionysius;
2286;Dipak;Hindu;Male;Lamp;Deepak
2287;Disa;Norse;Female;Active sprite;Diss
2288;Dishi;Chinese;Male;Virtuous;
2289;Dishon;Hebrew;Male;Walk upon;
2290;Dita;Czech;Female;Wealth;
2291;Divina;Italian;Female;Divine;Divinia
2292;Divon;Hebrew;Male;Walk gently;
2293;Divya;Hindu;Female;Brilliant;
2294;Divyendu;Hindu;Male;The moon;
2295;Diwali;NAm. Indian - Cherokee;Male;Bowl;
2296;Dixie;Old French;Female;Tenth child;
2297;Dixon;Old English;Male;Son of Dick;
2298;Diya;Arabic;Male;Shining;
2299;Diya Aldin;Arabic;Male;Shining religion;
2300;Diza;Hebrew;Female;Joy, happiness;Ditza
2301;Do;African - Ghanian;Female;First child after twins;
2302;Doane;Old English;Male;From the low hills;
2303;Doba;NAm. Indian;Female;Peace;
2304;Dobieslaw;Polish;Male;Fighting for glory;
2305;Dobrila;Czech;Female;Good;
2306;Dobromierz;Polish;Male;Famous;
2307;Dobromil;Polish;Male;Good grace;
2308;Dobromila;Czech;Female;Good grace;
2309;Dobromir;Polish;Male;Good fame;
2310;Dobromira;Czech;Female;Good and famous;
2311;Dobry;Polish;Male;Good;
2312;Docila;Latin;Female;Teachable, biddable;
2313;Dodek;Polish;Male;Gift, talent;
2314;Dodie;Hebrew;Female;Well-loved;
2315;Dogan;Turkish;Male;Rising, born, appearing;
2316;Dohasan;NAm. Indian - Kiowa;Male;Cliff;Dohate, Dohosan
2317;Doherty;Irish Gaelic;Male;Harmful;Docherty, Dougherty, Douherty
2318;Dolaidh;Scots Gaelic;Male;Ruler of the earth;Domhnall
2319;Dolan;Irish Gaelic;Male;Black-haired;
2320;Doli;NAm. Indian - Navajo;Female;Bluebird;
2321;Dolores;Spanish;Female;Sorrows;Delora, Delores, Deloria, Dolorcita, Dolorcitas, Dolorita, Doloritas, Lola, Lolita
2322;Dominic;Latin;Male;Lord;Demenico, Demingo, Dom, Domenico, Domingo, Domini, Dominie, Nick
2323;Dominica;Latin;Female;Belonging to the Lord;Dominique, Domini, Mika
2324;Donagh;Irish Gaelic;Male;Dark warrior;Donaghy, Donnchadh, Donogh, Donough
2325;Donahue;Irish Gaelic;Male;Dark warrior;Donohoe
2326;Donald;Scots Gaelic;Male;World mighty;Donal, Donalt, Donaugh, Donnel, Donny
2327;Donalda;Scots Gaelic;Female;World ruler;Domnull, Donia, Dona, Donetta, Donita
2328;Donat;Polish;Male;Given by God;
2329;Donata;Latin;Female;Gift;
2330;Donato;Latin;Male;Given;
2331;Dong;Korean;Male;East;
2332;Dong-Sun;Korean;Male;Honor from the east;
2333;Dong-Yul;Korean;Male;Passion from the east;
2334;Donna;Italian;Female;Lady;Dona, Donella, Donelle, Donetta, Donia, Donica, Donnell, Donnie, Ladonna
2335;Donnag;Scots Gaelic;Female;World ruler;Doileag, Dolag, Dollag
2336;Donnan;Irish Gaelic;Male;Brown, dark;Donn
2337;Donnchadh;Irish Gaelic;Male;Brown warrior;
2338;Donnelly;Irish Gaelic;Male;Brown-haired warrior;Donnell
2339;Donoma;NAm. Indian - Omaha;Female;Sun;
2340;Donovan;Irish Gaelic;Male;Dark;Donevin, Donovon
2341;Dooley;Irish Gaelic;Male;Dark hero;
2342;Dooriya;Irish Gaelic;Female;Ocean, sea;
2343;Dor;Hebrew;Male;Home;
2344;Dora;Greek;Female;Gift;Dodi, Doralia, Doreen, Dorelia, Doretta, Dorette, Dorrie
2345;Doran;Irish Gaelic;Male;Fist or Stranger;Dore, Doron, Dorran, Dorren
2346;Dorcas;Greek;Female;Gazelle;
2347;Dore;Old French;Female;Golden, gilded;Doree, Doreen, Dorine, Doreyn, Dory
2348;Doreen;French;Female;Gilded;
2349;Doreen;Irish Gaelic;Female;Sullen one;Doireann
2350;Dorian;Greek;Male;From Doris;Dorien, Dorrian, Dorryen
2351;Dorinda;Spanish;Female;Beautiful gift;
2352;Doris;Greek;Female;From the Ocean;Doria, Dorisa, Dorita, Dorrie
2353;Dorit;Hebrew;Female;Generation;
2354;Dorothy;Greek;Female;Gift of God;Dot, Dotty, Dolly, Dody, Dorinda, Dorika
2355;Dotan;Hebrew;Male;Law;Dothan
2356;Doto;African - Tanzanian;Female;Second of twins;
2357;Douce;Old French;Female;Sweet;
2358;Dougal;Scots Gaelic;Male;Dark stranger;Doyle, Dougall, Dubhghall, Dugal, Dugald, Dugall
2359;Douglas;Scots Gaelic;Male;From the black water;Dubhglas, Dugaid, Dugald
2360;Dov;Hebrew;Male;Bear;
2361;Dovev;Hebrew;Male;Whisper;
2362;Dovidas;Lithuanian;Male;Friend;
